year_film,year_ceremony,ceremony,category,name,film,winner
1978,1979,51,MUSIC (Original Score),Jerry Goldsmith,The Boys from Brazil,False
1978,1979,51,MUSIC (Original Score),Ennio Morricone,Days of Heaven,False
1978,1979,51,MUSIC (Original Score),Dave Grusin,Heaven Can Wait,False
1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,True
1978,1979,51,MUSIC (Original Score),John Williams,Superman,False
1978,1979,51,MUSIC (Original Song),Music and Lyrics by John Farrar,Grease,False
1978,1979,51,MUSIC (Original Song),Music and Lyrics by Paul Jabara,Thank God It's Friday,True
1978,1979,51,MUSIC (Original Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,"Same Time, Next Year",False
1978,1979,51,MUSIC (Original Song),Music by Charles Fox; Lyrics by Norman Gimbel,Foul Play,False
1978,1979,51,MUSIC (Original Song),Music and Lyrics by Richard M. Sherman and Robert B. Sherman,The Magic of Lassie,False
1978,1979,51,BEST PICTURE,"Jerome Hellman, Producer",Coming Home,False
1978,1979,51,BEST PICTURE,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,True
1978,1979,51,BEST PICTURE,"Warren Beatty, Producer",Heaven Can Wait,False
1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,False
1978,1979,51,BEST PICTURE,"Paul Mazursky and Tony Ray, Producers",An Unmarried Woman,False
1978,1979,51,SHORT FILM (Animated),"Nico Crama, Producer",Oh My Darling,False
1978,1979,51,SHORT FILM (Animated),"Will Vinton, Producer",Rip Van Winkle,False
1978,1979,51,SHORT FILM (Animated),"Eunice Macaulay and John Weldon, Producers",Special Delivery,True
1978,1979,51,SHORT FILM (Live Action),"Jim Belcher and Fern Field, Producers",A Different Approach,False
1978,1979,51,SHORT FILM (Live Action),"Andrew Sugerman, Producer",Mandy's Grandmother,False
1978,1979,51,SHORT FILM (Live Action),"Seth Pinsker, Producer",Strange Fruit,False
1978,1979,51,SHORT FILM (Live Action),"Taylor Hackford, Producer",Teenage Father,True
1978,1979,51,SOUND,"Tex Rudloff, Joel Fein, Curly Thirlwell, Willie Burton",The Buddy Holly Story,False
1978,1979,51,SOUND,"John K. Wilkinson, Robert W. Glass, Jr., John T. Reitz, Barry Thomas",Days of Heaven,False
1978,1979,51,SOUND,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",The Deer Hunter,True
1978,1979,51,SOUND,"Robert Knudson, Robert J. Glass, Don MacDougall, Jack Solomon",Hooper,False
1978,1979,51,SOUND,"Gordon K. McCallum, Graham Hartstone, Nicolas Le Messurier, Roy Charman",Superman,False
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Walter Newman,Bloodbrothers,False
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Neil Simon,California Suite,False
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),"Elaine May, Warren Beatty",Heaven Can Wait,False
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,True
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Bernard Slade,"Same Time, Next Year",False
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Ingmar Bergman,Autumn Sonata,False
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),"Story by Nancy Dowd;  Screenplay by Waldo Salt, Robert C. Jones",Coming Home,True
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn",The Deer Hunter,False
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Woody Allen,Interiors,False
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),Paul Mazursky,An Unmarried Woman,False
1978,1979,51,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic",Superman,True
1978,1979,51,JEAN HERSHOLT HUMANITARIAN AWARD,Leo Jaffe,,True
1978,1979,51,HONORARY AWARD, Walter Lantz for bringing joy and laughter to every part of the world through his unique animated motion pictures.,,True
1978,1979,51,HONORARY AWARD, The Museum of Modern Art Department of Film for the contribution it has made to the public's perception of movies as an art form.,,True
1978,1979,51,HONORARY AWARD, Laurence Olivier for the full body of his work,,True
1978,1979,51,HONORARY AWARD, King Vidor for his incomparable achievements as a cinematic creator and innovator.,,True
1979,1980,52,ACTOR IN A LEADING ROLE,Dustin Hoffman,Kramer vs. Kramer,True
1979,1980,52,ACTOR IN A LEADING ROLE,Jack Lemmon,The China Syndrome,False
1979,1980,52,ACTOR IN A LEADING ROLE,Al Pacino,...And Justice for All,False
1979,1980,52,ACTOR IN A LEADING ROLE,Roy Scheider,All That Jazz,False
1979,1980,52,ACTOR IN A LEADING ROLE,Peter Sellers,Being There,False
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Being There,True
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Robert Duvall,Apocalypse Now,False
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Frederic Forrest,The Rose,False
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Justin Henry,Kramer vs. Kramer,False
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Mickey Rooney,The Black Stallion,False
1979,1980,52,ACTRESS IN A LEADING ROLE,Jill Clayburgh,Starting Over,False
1979,1980,52,ACTRESS IN A LEADING ROLE,Sally Field,Norma Rae,True
1979,1980,52,ACTRESS IN A LEADING ROLE,Jane Fonda,The China Syndrome,False
1979,1980,52,ACTRESS IN A LEADING ROLE,Marsha Mason,Chapter Two,False
1979,1980,52,ACTRESS IN A LEADING ROLE,Bette Midler,The Rose,False
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,False
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Barbara Barrie,Breaking Away,False
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Candice Bergen,Starting Over,False
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Mariel Hemingway,Manhattan,False
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Kramer vs. Kramer,True
1979,1980,52,ART DIRECTION,"Art Direction:  Michael Seymour, Les Dilley, Roger Christian;  Set Decoration:  Ian Whittaker",Alien,False
1979,1980,52,ART DIRECTION,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",All That Jazz,True
1979,1980,52,ART DIRECTION,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",Apocalypse Now,False
1979,1980,52,ART DIRECTION,Art Direction:  George Jenkins;  Set Decoration:  Arthur Jeph Parker,The China Syndrome,False
1979,1980,52,ART DIRECTION,"Art Direction:  Harold Michelson, Joe Jennings, Leon Harris, John Vallone;  Set Decoration:  Linda DeScenna",Star Trek - The Motion Picture,False
1979,1980,52,CINEMATOGRAPHY,Giuseppe Rotunno,All That Jazz,False
1979,1980,52,CINEMATOGRAPHY,Vittorio Storaro,Apocalypse Now,True
1979,1980,52,CINEMATOGRAPHY,Frank Phillips,The Black Hole,False
1979,1980,52,CINEMATOGRAPHY,Nestor Almendros,Kramer vs. Kramer,False
1979,1980,52,CINEMATOGRAPHY,William A. Fraker,1941,False
1979,1980,52,COSTUME DESIGN,Shirley Russell,Agatha,False
1979,1980,52,COSTUME DESIGN,Albert Wolsky,All That Jazz,True
1979,1980,52,COSTUME DESIGN,William Ware Theiss,Butch and Sundance: The Early Days,False
1979,1980,52,COSTUME DESIGN,Judy Moorcroft,The Europeans,False
1979,1980,52,COSTUME DESIGN,"Piero Tosi, Ambra Danon",La Cage aux Folles,False
1979,1980,52,DIRECTING,Bob Fosse,All That Jazz,False
1979,1980,52,DIRECTING,Francis Coppola,Apocalypse Now,False
1979,1980,52,DIRECTING,Peter Yates,Breaking Away,False
1979,1980,52,DIRECTING,Robert Benton,Kramer vs. Kramer,True
1979,1980,52,DIRECTING,Edouard Molinaro,La Cage aux Folles,False
1979,1980,52,DOCUMENTARY (Feature),"Ira Wohl, Producer",Best Boy,True
1979,1980,52,DOCUMENTARY (Feature),"David A. Vassar, Producer",Generation on the Wind,False
1979,1980,52,DOCUMENTARY (Feature),"Paul Cowan and Jacques Bobet, Producers",Going the Distance,False
1979,1980,52,DOCUMENTARY (Feature),"Steve Singer and Tom Priestley, Producers",The Killing Ground,False
1979,1980,52,DOCUMENTARY (Feature),"Glenn Silber and Barry Alexander Brown, Producers",The War at Home,False
1979,1980,52,DOCUMENTARY (Short Subject),"Risto Teofilovski, Producer",Dae,False
1979,1980,52,DOCUMENTARY (Short Subject),"Donald A. Connolly and James R. Messenger, Producers",Koryo Celadon,False
1979,1980,52,DOCUMENTARY (Short Subject),"Phillip Borsos, Producer",Nails,False
1979,1980,52,DOCUMENTARY (Short Subject),"Saul J. Turell, Producer",Paul Robeson: Tribute to an Artist,True
1979,1980,52,DOCUMENTARY (Short Subject),"Dick Young, Producer",Remember Me,False
1979,1980,52,FILM EDITING,Alan Heim,All That Jazz,True
1979,1980,52,FILM EDITING,"Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman",Apocalypse Now,False
1979,1980,52,FILM EDITING,Robert Dalva,The Black Stallion,False
1979,1980,52,FILM EDITING,Jerry Greenberg,Kramer vs. Kramer,False
1979,1980,52,FILM EDITING,"Robert L. Wolfe, C. Timothy O'Meara",The Rose,False
1979,1980,52,FOREIGN LANGUAGE FILM,Poland,The Maids of Wilko,False
1979,1980,52,FOREIGN LANGUAGE FILM,Spain,Mama Turns a Hundred,False
1979,1980,52,FOREIGN LANGUAGE FILM,France,A Simple Story,False
1979,1980,52,FOREIGN LANGUAGE FILM,Federal Republic of Germany,The Tin Drum,True
1979,1980,52,FOREIGN LANGUAGE FILM,Italy,To Forget Venice,False
1979,1980,52,MUSIC (Original Score),Lalo Schifrin,The Amityville Horror,False
1979,1980,52,MUSIC (Original Score),Dave Grusin,The Champ,False
1979,1980,52,MUSIC (Original Score),Georges Delerue,A Little Romance,True
1979,1980,52,MUSIC (Original Score),Jerry Goldsmith,Star Trek - The Motion Picture,False
1979,1980,52,MUSIC (Original Score),Henry Mancini,10,False
1979,1980,52,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Adaptation Score by Ralph Burns,All That Jazz,True
1979,1980,52,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Adaptation Score by Patrick Williams,Breaking Away,False
1979,1980,52,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Song Score by Paul Williams and Kenny Ascher; Adaptation Score by Paul Williams,The Muppet Movie,False
1979,1980,52,MUSIC (Original Song),Music by David Shire; Lyric by Alan Bergman and Marilyn Bergman,The Promise,False
1979,1980,52,MUSIC (Original Song),Music by David Shire; Lyric by Norman Gimbel,Norma Rae,True
1979,1980,52,MUSIC (Original Song),Music by Henry Mancini; Lyric by Robert Wells,10,False
1979,1980,52,MUSIC (Original Song),Music and Lyric by Paul Williams and Kenny Ascher,The Muppet Movie,False
